"ATA","Rank","Date"
"7","1","01/01/2011"
"75","2","01/01/2011"
"73","3","01/01/2011"
"76","4","01/01/2011"
"72","5","01/01/2011"
"27","6","01/01/2011"
"56","7","01/01/2011"
"32","8","01/01/2011"
"21","9","01/01/2011"
"29","10","01/01/2011"
"57","1","01/01/2012"
"72","2","01/01/2012"
"29","3","01/01/2012"
"27","4","01/01/2012"
"71","5","01/01/2012"
"77","6","01/01/2012"
"36","7","01/01/2012"
"56","8","01/01/2012"
"32","9","01/01/2012"
"75","10","01/01/2012"
"54","1","01/01/2013"
"75","2","01/01/2013"
"79","3","01/01/2013"
"73","4","01/01/2013"
"71","5","01/01/2013"
"76","6","01/01/2013"
"53","7","01/01/2013"
"72","8","01/01/2013"
"32","9","01/01/2013"
"27","10","01/01/2013"
"57","1","01/01/2014"
"75","2","01/01/2014"
"54","3","01/01/2014"
"76","4","01/01/2014"
"78","5","01/01/2014"
"73","6","01/01/2014"
"56","7","01/01/2014"
"72","8","01/01/2014"
"28","9","01/01/2014"
"27","10","01/01/2014"
"75","1","01/01/2015"
"29","2","01/01/2015"
"53","3","01/01/2015"
"72","4","01/01/2015"
"56","5","01/01/2015"
"30","6","01/01/2015"
"32","7","01/01/2015"
"71","8","01/01/2015"
"74","9","01/01/2015"
"77","10","01/01/2015"
